Name,Path,KL
labeled_KL3_image106.png,./archive/OSAIL_KL_Dataset/Labeled/3/labeled_KL3_image106.png,3
labeled_KL4_image61.png,./archive/OSAIL_KL_Dataset/Labeled/4/labeled_KL4_image61.png,4
labeled_KL0_image232.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image232.png,0
labeled_KL1_image298.png,./archive/OSAIL_KL_Dataset/Labeled/1/labeled_KL1_image298.png,1
labeled_KL2_image249.png,./archive/OSAIL_KL_Dataset/Labeled/2/labeled_KL2_image249.png,2
labeled_KL0_image326.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image326.png,0
labeled_KL0_image423.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image423.png,0
labeled_KL2_image358.png,./archive/OSAIL_KL_Dataset/Labeled/2/labeled_KL2_image358.png,2
labeled_KL0_image477.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image477.png,0
labeled_KL3_image227.png,./archive/OSAIL_KL_Dataset/Labeled/3/labeled_KL3_image227.png,3
labeled_KL3_image240.png,./archive/OSAIL_KL_Dataset/Labeled/3/labeled_KL3_image240.png,3
labeled_KL2_image201.png,./archive/OSAIL_KL_Dataset/Labeled/2/labeled_KL2_image201.png,2
labeled_KL1_image25.png,./archive/OSAIL_KL_Dataset/Labeled/1/labeled_KL1_image25.png,1
labeled_KL1_image93.png,./archive/OSAIL_KL_Dataset/Labeled/1/labeled_KL1_image93.png,1
labeled_KL2_image120.png,./archive/OSAIL_KL_Dataset/Labeled/2/labeled_KL2_image120.png,2
labeled_KL0_image627.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image627.png,0
labeled_KL2_image424.png,./archive/OSAIL_KL_Dataset/Labeled/2/labeled_KL2_image424.png,2
labeled_KL2_image465.png,./archive/OSAIL_KL_Dataset/Labeled/2/labeled_KL2_image465.png,2
labeled_KL0_image561.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image561.png,0
labeled_KL0_image505.png,./archive/OSAIL_KL_Dataset/Labeled/0/labeled_KL0_image505.png,0
